	C_01_0w	C_01_2w	C_01_4w	T_02_0w	T_02_2w	T_02_4w	T_03_0w	T_03_2w	T_03_4w	C_04_0w	C_04_2w	C_04_4w	C_05_0w	C_05_2w	C_05_4w	C_06_0w	C_06_2w	C_06_4w	C_07_0w	C_07_2w	C_07_4w	C_08_0w	C_08_2w	C_08_4w	T_09_0w	T_09_2w	T_09_4w	T_10_0w	T_10_2w	T_10_4w	T_11_0w	T_11_2w	T_11_4w	C_12_0w	C_12_2w	C_12_4w	C_13_0w	C_13_2w	C_13_4w	T_14_0w	T_14_2w	T_14_4w	T_15_0w	T_15_2w	T_15_4w	C_16_0w	C_16_2w	C_16_4w	T_17_0w	T_17_2w	T_17_4w	T_18_0w	T_18_2w	T_18_4w	C_19_0w	C_19_2w	C_19_4w	C_20_0w	C_20_2w	C_20_4w	C_21_0w	C_21_2w	C_21_4w	T_22_0w	T_22_2w	T_22_4w	C_23_0w	C_23_2w	C_23_4w	C_24_0w	C_24_2w	C_24_4w	T_25_0w	T_25_2w	T_25_4w	T_26_0w	T_26_2w	T_26_4w	C_27_0w	C_27_2w	C_27_4w	T_28_0w	T_28_2w	T_28_4w	T_29_0w	T_29_2w	T_29_4w	C_30_0w	C_30_2w	C_30_4w	T_31_0w	T_31_2w	T_31_4w	C_32_0w	C_32_2w	C_32_4w	T_33_0w	T_33_2w	T_33_4w	T_34_0w	T_34_2w	T_34_4w	T_35_0w	T_35_2w	T_35_4w	T_36_0w	T_36_2w	T_36_4w	C_37_0w	C_37_2w	C_37_4w	C_38_0w	C_38_2w	C_38_4w	T_39_0w	T_39_2w	T_39_4w	T_40_0w	T_40_2w	T_40_4w	C_41_0w	C_41_2w	C_41_4w	C_42_0w	C_42_2w	C_42_4w	C_43_0w	C_43_2w	C_43_4w	T_44_0w	T_44_2w	T_44_4w	T_45_0w	T_45_2w	T_45_4w	C_47_0w	C_47_2w	C_47_4w	C_49_0w	C_49_2w	C_49_4w	T_50_0w	T_50_2w	T_50_4w	T_51_0w	T_51_2w	T_51_4w	C_52_0w	C_52_2w	C_52_4w	C_53_0w	C_53_2w	C_53_4w	T_54_0w	T_54_2w	T_54_4w	T_55_0w	T_55_2w	T_55_4w	C_56_0w	C_56_2w	C_56_4w	C_57_0w	C_57_2w	C_57_4w	T_58_0w	T_58_2w	T_58_4w	C_59_0w	C_59_2w	C_59_4w	T_60_0w	T_60_2w	T_60_4w	C_62_0w	C_62_2w	C_62_4w	C_63_0w	C_63_2w	C_63_4w	C_64_0w	C_64_2w	C_64_4w	T_65_0w	T_65_2w	T_65_4w	C_66_0w	C_66_2w	C_66_4w	C_67_0w	C_67_2w	C_67_4w	T_68_0w	T_68_2w	T_68_4w	C_69_0w	C_69_2w	C_69_4w	C_70_0w	C_70_2w	C_70_4w	T_71_0w	T_71_2w	T_71_4w	T_72_0w	T_72_2w	T_72_4w	T_73_0w	T_73_2w	T_73_4w	T_74_0w	T_74_2w	T_74_4w	C_75_0w	C_75_2w	C_75_4w	T_76_0w	T_76_2w	T_76_4w	T_77_0w	T_77_2w	T_77_4w	C_78_0w	C_78_2w	C_78_4w	T_79_0w	T_79_2w	T_79_4w	C_80_0w	C_80_2w	C_80_4w	C_82_0w	C_82_2w	C_82_4w	T_85_0w	T_85_2w	T_85_4w	T_87_0w	T_87_2w	T_87_4w
IgA	0.3701107561	0.2442567255	0.24112169960000002	6.528816667	0.2177159284	0.6608043133	7.999380839	3.8342499780000003	2.22598289	3.826535189	3.253063913	1.644766201	0.26443589370000004	0.2065365943	0.12479476619999999	0.21742937899999998	0.06575910564	0.4772529895	4.740075643	5.256271343	2.7538161039999998	6.899950968	0.16145676	0.3490841043	0.8539607464	0.8225132562	31.33006961	2.178895877	1.192167008	2.693921135	8.343607327	6.190545394	3.2704857210000005	0.39602471229999997	0.8064612641	2.399320758	8.278343611	0.08108888825	1.637488488	6.146812483	14.48533299	0.8371219763	4.9908765630000005	6.393399437999999	2.651391494	3.89435435	0.9006622623	0.8200769508	1.997522118	1.070406825	13.88083413	1.817467474	0.46348706659999994	0.7441685802	1.968433736	1.372752919	2.389702943	10.06263333	3.665449012	0.055402540310000005	1.448202517	4.426048545	2.913507385	1.095518998	0.33741044929999997	0.1285234763	0.1939084977	0.4364994164	1.273102074	2.539443775	0.4030257918	1.83609034	0.5547206822	0.6951436034999999	1.321172892	1.368529139	0.038673679610000004	0.02462137571	0.4339572275	0.06897804401	0.132430827	0.28472642719999997	0.1254029006	0.1398615334	3.404826405	4.964994237	2.073698803	0.7290171559999999	0.2428388781	2.017154848	1.638507416	2.368707635	5.2593787910000005	0.4936672343	0.2523732032	2.3251514380000002	1.720218992	1.30594184	2.165951735	0.5831662487	0.9276466211	0.7983701019	2.517540859	0.1154154394	3.8214902680000002	2.492259873	2.047578347	1.945645495	6.815621202999999	2.289300971	3.8581110560000003	3.504472128	7.354793855	2.317891949	7.0333879029999995	4.8649010839999995	11.5972513	4.127679383	0.2839257278	1.040760847	1.8335524559999998	7.230245182999999	4.629047466	5.340108179	0.9737052267	2.035252419	0.47788955409999995	0.6925057833	1.668828464	3.747208459	0.20664971329999998	0.2418408646	0.6777402054999999	0.09592804474	0.9077153114000001	3.8928788489999997	3.89749205	0.9947282118999999	3.9251880389999996	1.730260709	7.526712197999999	0.0506645539	5.658595347	0.1291643899	12.00081614	8.761174537	13.84480739	4.267296389	0.003872775147	1.428079122	6.060725446	0.1086608382	0.06801248612	6.023476261	6.17506993	0.7201279198999999	2.839485681	1.155689514	4.52451615	4.871225776	2.422781483	0.5630672659	0.29667458129999996	5.454826559	0.4765605624	1.5222217869999999	1.7680843469999998	1.642261481	1.444637751	0.3140569091	0.1502407989	0.6584854572	1.094648547	1.711034006	1.433900177	0.7027760913	1.911452327	0.7741888932	1.769363214	0.09488056632000001	15.65394491	1.809655206	4.53604364	2.29567881	3.364044756	7.640756476	5.632476556	0.6638258934000001	3.393501407	0.2369696918	0.12128916210000001	0.3490572721	0.047107184749999996	0.1295306057	0.8862851531	3.20691249	7.238748762999999	5.663594705	2.079027199	3.207138915	3.205665021	1.403174361	1.8498698930000002	0.2997467177	0.3094694386	6.071078171	1.176794472	1.5388920130000001	1.380403697	12.59775326	5.121509093	1.106255135	7.438724822999999	0.6808875861	2.562608463	0.06839627295	1.052193769	0.1298406915	0.9017546817000001	1.503959646	4.976522873	2.360817448	0.3656924008	1.677627838	0.2585181995	2.195428337	3.6063151189999996	4.328336372	0.7581862386	0.10545131529999999	0.3653555578	3.840253465	4.927553366000001	1.71538786	0.2031689948	0.23672409379999998	1.396962111	1.390344555	0.7740098363	1.186925078
量	2.0416666666666665	1.6333333333333333	1.807692307692308	1.7777777777777777	2.1818181818181817	2.45	0.875	1.0555555555555556	1.0	1.5	1.35	1.15	2.25	2.7222222222222223	2.6923076923076925	1.6071428571428572	1.8666666666666667	1.9615384615384612	2.8	3.4166666666666665	3.625	0.8571428571428571	1.318181818181818	1.0	1.25	1.5714285714285714	1.4166666666666667	4.4	3.5294117647058822	4.333333333333333	1.7083333333333333	2.055555555555556	1.7857142857142858	3.9642857142857135	3.966666666666667	4.178571428571429	2.275	2.821428571428572	2.2142857142857144	1.4545454545454546	1.181818181818182	1.0909090909090908	2.75	2.75	2.1666666666666665	1.0625	0.6875	1.1111111111111112	2.1111111111111107	2.375	2.272727272727273	3.0	2.833333333333333	2.45	1.2727272727272727	1.4090909090909092	1.25	1.05	2.325	2.131578947368421	2.1538461538461537	2.3125	2.235294117647059	1.15	1.3333333333333333	1.0	4.071428571428571	3.055555555555556	3.5	3.25	3.0	3.4	2.227272727272727	2.357142857142857	2.5416666666666665	1.1666666666666667	1.3333333333333333	1.4583333333333333	1.25	1.9	1.3636363636363635	1.3571428571428572	1.5714285714285714	1.35	3.1666666666666665	3.2857142857142856	3.6071428571428568	3.2777777777777777	3.3125	3.25	1.2272727272727273	1.1785714285714286	1.5	2.5	2.1	2.4166666666666665	1.5	1.5	1.6111111111111112	3.2916666666666665	3.25	3.4375	2.125	2.0	1.6428571428571428	1.0833333333333333	1.0	1.125	3.2	2.363636363636364	2.45	1.375	1.6666666666666667	1.6875	2.555555555555556	2.65	2.6538461538461537	2.0	2.9615384615384617	3.4642857142857144	0.8333333333333334	0.875	0.875	1.0714285714285714	1.2083333333333333	1.25	1.2777777777777777	1.5	1.3888888888888888	1.2857142857142858	1.1875	1.25	2.375	1.8571428571428568	1.7777777777777777	3.227272727272727	3.2916666666666665	2.769230769230769	1.7142857142857142	1.5625	1.8571428571428568	1.85	1.5909090909090908	1.625	1.3888888888888888	1.45	1.5	1.1538461538461535	1.25	1.4333333333333331	2.571428571428572	2.2857142857142856	2.357142857142857	3.5	4.4444444444444455	4.055555555555555	2.3076923076923075	2.2333333333333334	2.321428571428572	1.65	1.40625	1.5	1.4285714285714286	1.3846153846153846	1.4615384615384617	1.5	1.6	1.6666666666666667	1.807692307692308	2.227272727272727	2.4615384615384617	1.0625	0.8928571428571429	1.0333333333333334	1.9642857142857144	1.9642857142857144	1.9642857142857144	2.8571428571428568	2.7777777777777777	2.7857142857142856	1.5	2.333333333333333	1.818181818181818	1.375	1.5714285714285714	1.7272727272727273	2.2857142857142856	2.269230769230769	2.321428571428572	1.4285714285714286	1.8333333333333333	1.625	3.555555555555556	3.4	3.4444444444444446	2.6	2.607142857142857	2.7142857142857144	2.5384615384615383	2.0625	2.066666666666667	3.571428571428572	3.6428571428571432	3.2142857142857144	1.375	1.4285714285714286	1.25	1.05	1.1428571428571428	1.1538461538461535	4.785714285714286	4.785714285714286	4.642857142857143	1.2857142857142858	1.25	1.625	2.357142857142857	2.2666666666666666	2.3846153846153846	2.055555555555556	2.1875	2.375	1.7083333333333333	1.4583333333333333	1.5714285714285714	1.0	1.0	1.0	2.8571428571428568	2.625	3.3181818181818183	1.3	1.6071428571428572	1.78125	1.1	0.8235294117647058	0.90625	2.4230769230769234	2.3125	2.3421052631578947
性状	3.583333333333333	3.333333333333333	3.8461538461538463	1.6666666666666667	1.818181818181818	1.9	3.5	3.6666666666666665	3.727272727272727	4.4	4.2	4.5	3.75	4.0	4.0	4.428571428571429	4.466666666666667	4.615384615384615	3.0	3.1666666666666665	3.083333333333333	3.571428571428572	4.181818181818182	4.416666666666667	3.0	3.571428571428572	3.5	4.0	4.176470588235294	4.166666666666667	4.083333333333333	3.6666666666666665	3.7857142857142856	3.5	3.533333333333333	4.5	5.05	3.928571428571429	3.928571428571429	3.9090909090909087	4.0	4.090909090909091	3.0	4.2	3.8	2.0	1.75	2.888888888888889	4.222222222222221	4.0	4.090909090909091	4.3	3.7777777777777777	3.5	4.0	3.5454545454545454	3.6666666666666665	3.1	4.8	5.2105263157894735	3.7692307692307687	4.0	4.0588235294117645	3.7	4.0	3.4	4.0	3.888888888888889	3.692307692307693	2.6666666666666665	3.4	3.6	4.0	4.071428571428571	4.25	3.4166666666666665	4.5555555555555545	5.583333333333332	5.166666666666667	4.4	4.818181818181818	1.0	1.0	1.6	3.111111111111111	2.142857142857143	3.8571428571428568	3.333333333333333	3.625	3.9	4.818181818181818	4.357142857142857	4.8	3.5454545454545454	3.6	3.9166666666666665	2.6666666666666665	3.333333333333333	3.333333333333333	4.0	3.125	3.5	4.75	4.0	4.0	3.8333333333333335	4.0	4.0	3.6	4.090909090909091	4.0	3.375	4.222222222222221	4.25	4.111111111111111	4.1	4.307692307692308	4.0	4.0	4.0	3.4444444444444446	4.083333333333333	3.5	4.0	4.0	4.0	3.7777777777777777	3.75	3.4444444444444446	1.1428571428571428	1.875	2.0	4.0	4.285714285714286	4.4444444444444455	4.090909090909091	3.9166666666666665	4.0	4.0	3.875	3.8571428571428568	3.6	3.8181818181818175	3.8333333333333335	4.333333333333333	4.2	4.363636363636363	4.846153846153847	4.416666666666667	4.733333333333333	4.0	4.214285714285714	4.0	3.125	3.0	3.4444444444444446	4.076923076923077	4.066666666666666	4.285714285714286	4.7	4.8125	4.615384615384615	4.0	4.769230769230768	4.230769230769232	3.571428571428572	4.0	3.6666666666666665	3.9230769230769234	3.9090909090909087	3.7692307692307687	4.25	3.571428571428572	3.466666666666667	4.357142857142857	4.142857142857143	4.0	3.571428571428572	3.555555555555556	3.571428571428572	3.0769230769230766	4.5555555555555545	4.090909090909091	3.25	3.5	3.636363636363636	4.071428571428571	4.153846153846153	4.142857142857143	4.571428571428571	4.333333333333333	4.625	4.333333333333333	4.3	4.4444444444444455	4.6	4.928571428571429	5.0	4.0	4.25	4.266666666666667	4.071428571428571	4.0	4.0	4.25	5.0	4.7	4.2	2.2857142857142856	4.6923076923076925	4.0	4.0	4.214285714285714	4.0	4.125	4.0	4.0	4.066666666666666	4.461538461538462	5.0	4.875	5.0	4.25	4.166666666666667	4.357142857142857	4.0	4.0	4.0	2.357142857142857	2.625	2.9090909090909087	4.1	3.571428571428572	4.6875	2.8666666666666667	3.2352941176470584	3.3125	4.307692307692308	3.6875	4.157894736842104
